name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,preconditioner_family,layers,sweeps
baseline,16,52.153185832214,52.15318583221401,,2,0.22873687744140625,0.023092985153198242,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.000555, 73.03745402], [0.022401, 70.50479998], [0.023093, 52.15318583]]",0,quantum,1,
precond_pen=1.100,16,-1.5675662157470018,52.15318583221401,1.1,2,0.09003996849060059,0.008839845657348633,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.000164, 73.03745402], [0.008599, 71.35847681], [0.00884, 52.15318583]]",0,quantum,1,
precond_pen=1.200,16,-1.4407286254440015,52.15318583221401,1.2,2,0.051683902740478516,0.007556915283203125,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.000159, 73.03745402], [0.007327, 68.1667114], [0.007557, 52.15318583]]",0,quantum,1,
precond_pen=1.300,16,-1.3400066016140002,52.15318583221401,1.3,2,0.06066417694091797,0.009212017059326172,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.00019, 73.03745402], [0.008957, 65.75789146], [0.009212, 52.15318583]]",0,quantum,1,
precond_pen=1.400,16,-1.2580508826150005,52.15318583221401,1.4,2,0.08494305610656738,0.0076100826263427734,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.000176, 73.03745402], [0.007411, 68.88011754], [0.00761, 52.15318583]]",0,quantum,1,
precond_pen=1.500,16,-1.1900411194450031,52.15318583221401,1.5,2,0.05842399597167969,0.007775068283081055,0.0,1100001101100101,++----++-++--+-+,0,True,"[[0.00016, 73.03745402], [0.007528, 66.48881507], [0.007775, 52.15318583]]",0,quantum,1,
precond_pen=1.600,16,-1.1326825450580005,52.15318583221401,1.6,2,0.06611013412475586,0.007417201995849609,0.0,0011110010011010,--++++--+--++-+-,0,True,"[[0.00016, 73.03745402], [0.006998, 72.04627882], [0.00726, 65.70384053], [0.007417, 52.15318583]]",0,quantum,1,
precond_pen=1.700,16,-1.0836450871239993,52.15318583221401,1.7,2,0.0831899642944336,0.00783395767211914,0.0,0011110010011010,--++++--+--++-+-,0,True,"[[0.000178, 73.03745402], [0.007174, 72.30986055], [0.007453, 65.87958235], [0.007668, 64.56147757], [0.007834, 52.15318583]]",0,quantum,1,
precond_pen=1.800,16,-1.041234477238003,52.15318583221401,1.8,2,0.08277010917663574,0.008044004440307617,0.0,0011110010011010,--++++--+--++-+-,0,True,"[[0.000179, 73.03745402], [0.007351, 72.30986055], [0.00768, 65.87958235], [0.007885, 64.56147757], [0.008044, 52.15318583]]",0,quantum,1,
precond_pen=1.900,16,-1.004188309733002,52.15318583221401,1.9,2,0.06466913223266602,0.007220029830932617,0.0,0011110010011010,--++++--+--++-+-,0,True,"[[0.000196, 73.03745402], [0.007011, 69.56237389], [0.00722, 52.15318583]]",0,quantum,1,
precond_pen=2.000,16,-0.9715461393349969,52.15318583221401,2.0,2,0.05969119071960449,0.008134126663208008,0.0,0011110010011010,--++++--+--++-+-,0,True,"[[0.000202, 73.03745402], [0.0079, 69.56237389], [0.008134, 52.15318583]]",0,quantum,1,
baseline,16,54.52969249298498,54.529692492984985,,2,0.19007611274719238,0.0076770782470703125,0.0,1011100110000011,+-+++--++-----++,0,True,"[[0.000174, 70.39490808], [0.007082, 69.51964787], [0.007418, 68.22205269], [0.007677, 54.52969249]]",1,quantum,1,
precond_pen=1.100,16,-1.128363075605999,54.529692492984985,1.1,2,0.2044050693511963,0.008687019348144531,0.0,0100011001111100,-+---++--+++++--,0,True,"[[0.000173, 70.39490808], [0.008089, 62.15042293], [0.008687, 54.52969249]]",1,quantum,1,
