name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,mip_gap,x_bits,z_bits,sum_z,seed,layers,data_root
baseline,24,130.1153685081999,130.11536850820013,,2,2.168207883834839,0.0,111001011110010101000001,+++--+-++++--+-+-+-----+,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-1.4947408119550545,130.82748979169813,0.0,2,0.4867970943450928,0.0,111001110110010101000001,+++--+++-++--+-+-+-----+,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-12.04431858352099,130.82748979169813,0.2,2,0.24172091484069824,0.0,111001110110010101000001,+++--+++-++--+-+-+-----+,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-14.706421828934005,130.82748979169813,0.3,2,0.19960808753967285,0.0,111001110110010101000001,+++--+++-++--+-+-+-----+,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-9.272235415161006,130.11536850820013,0.4,2,0.22037315368652344,0.0,000110100001101010111110,---++-+----++-+-+-+++++-,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-5.145950965941994,130.11536850820013,0.5,2,0.2848849296569824,0.0,000110100001101010111110,---++-+----++-+-+-+++++-,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-3.478392773821005,130.11536850820013,0.6,2,0.3241000175476074,0.0,000110100001101010111110,---++-+----++-+-+-+++++-,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-2.212987163624012,130.11536850820013,0.8,2,0.48673391342163086,0.0,000110100001101010111110,---++-+----++-+-+-+++++-,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,121.02014177323395,121.0201417732341,,2,2.449993848800659,0.0,111011010101000000011101,+++-++-+-+-+-------+++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.5222996577961254,121.24790097132205,0.0,2,0.744697093963623,0.0,111011001101000000001111,+++-++--++-+--------++++,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-10.663077285523983,121.03008842867203,0.2,2,0.27375292778015137,0.0,000100101010101111110010,---+--+-+-+-+-++++++--+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.617263525246,121.03008842867203,0.3,2,0.18243694305419922,0.0,000100101010101111110010,---+--+-+-+-+-++++++--+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-6.5533771279879875,121.03008842867203,0.4,2,0.22924184799194336,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-3.8482000751389975,121.03008842867203,0.5,2,0.3331470489501953,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.74944226213999,121.03008842867203,0.6,2,0.6351420879364014,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.8488075208189994,121.03008842867203,0.8,2,0.9702391624450684,0.0,111011010101010000001101,+++-++-+-+-+-+------++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,119.81107703246303,119.81107703246302,,2,2.7592451572418213,0.0,111110010011001000000111,+++++--+--++--+------+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.680852835622062,120.04510978351907,0.0,2,0.7696211338043213,0.0,111010010011001100000111,+++-+--+--++--++-----+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-10.436256677305998,120.04510978351907,0.2,2,0.3329598903656006,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.412417660856004,120.04510978351907,0.3,2,0.33656883239746094,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-6.587195543219986,119.81107703246302,0.4,2,0.3277111053466797,0.0,111110010011001000000111,+++++--+--++--+------+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-3.8835681257089956,119.81107703246302,0.5,2,0.589961051940918,0.0,111110010011001000000111,+++++--+--++--+------+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.769657668372009,119.81107703246302,0.6,2,0.5798220634460449,0.0,111110010011001000000111,+++++--+--++--+------+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.8581658271800094,119.81107703246302,0.8,2,1.0260279178619385,0.0,111110010011001000000111,+++++--+--++--+------+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,125.62957739668596,125.62957739668624,,2,1.8310918807983398,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.7175699241260105,125.62957739668624,0.0,2,0.7023379802703857,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-11.939059044788001,125.62957739668624,0.2,2,0.23912596702575684,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-14.413933198117999,125.62957739668624,0.3,2,0.08178210258483887,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-8.025740489395995,125.62957739668624,0.4,2,0.10386514663696289,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-4.4528330306249995,125.62957739668624,0.5,2,0.10253000259399414,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-3.089217218742002,125.62957739668624,0.6,2,0.3576960563659668,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-2.022711257168986,125.62957739668624,0.8,2,0.6171309947967529,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,137.4981912922499,137.4981912922501,,2,2.8270020484924316,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,0.5878649640890359,137.4981912922501,0.0,2,0.7935540676116943,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-8.633944095619018,137.4981912922501,0.2,2,0.5096120834350586,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.956714048579997,137.4981912922501,0.3,2,0.12470197677612305,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-8.096365482010007,137.4981912922501,0.4,2,0.14952492713928223,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-4.543957709847,137.4981912922501,0.5,2,0.30504798889160156,1.9241577345475594e-05,110100110101001101010100,++-+--++-+-+--++-+-+-+--,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-3.093965740259998,137.4981912922501,0.6,2,0.4253220558166504,0.0,110100110101001101010100,++-+--++-+-+--++-+-+-+--,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.9909063325660021,137.4981912922501,0.8,2,0.7983651161193848,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,120.608873588076,120.60887358807578,,2,7.5315868854522705,0.0,010011111011000001001011,-+--+++++-++-----+--+-++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,0.07702416661709321,120.60887358807578,0.0,2,1.895496129989624,0.0,010011111011000001001011,-+--+++++-++-----+--+-++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-9.256181015467998,120.60887358807578,0.2,2,0.39066290855407715,0.0,101100000100111110110100,+-++-----+--+++++-++-+--,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-10.510867767718,120.60887358807578,0.3,2,0.13179397583007812,0.0,101100000100111110110100,+-++-----+--+++++-++-+--,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-6.094851372033004,120.60887358807578,0.4,2,0.4085090160369873,0.0,010011111011000001001011,-+--+++++-++-----+--+-++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-3.629873601119993,120.60887358807578,0.5,2,0.546795129776001,0.0,101100000100111110110100,+-++-----+--+++++-++-+--,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.607184083809999,120.60887358807578,0.6,2,0.7828559875488281,0.0,101100000100111110110100,+-++-----+--+++++-++-+--,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.764568070728,120.60887358807578,0.8,2,1.3815789222717285,0.0,010011111011000001001011,-+--+++++-++-----+--+-++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,124.94988981299596,124.94988981299589,,2,2.5164661407470703,0.0,100011001001101010110110,+---++--+--++-+-+-++-++-,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-1.9074690266550078,125.02950679020599,0.0,2,0.5937647819519043,0.0,011100110110010101000011,-+++--++-++--+-+-+----++,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-13.182800894883995,125.02950679020599,0.2,2,0.2060718536376953,0.0,011100110110010101000011,-+++--++-++--+-+-+----++,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-15.784759364506,125.02950679020599,0.3,2,0.20352888107299805,0.0,011100110110010101000011,-+++--++-++--+-+-+----++,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-9.438735967856998,125.02950679020599,0.4,2,0.22029685974121094,4.543860284072374e-05,011100110110010101000011,-+++--++-++--+-+-+----++,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-5.165498470653004,125.02950679020599,0.5,2,0.28160691261291504,0.0,100011001001101010111100,+---++--+--++-+-+-++++--,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-3.50518397259499,125.02950679020599,0.6,2,0.40716004371643066,0.0,011100110110010101000011,-+++--++-++--+-+-+----++,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-2.239709453153999,124.94988981299589,0.8,2,0.5742809772491455,0.0,011100110110010101001001,-+++--++-++--+-+-+--+--+,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,121.48948729551496,121.48948729551489,,2,2.774791955947876,0.0,101110101010001100110001,+-+++-+-+-+---++--++---+,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.8327974879330071,122.36721345740497,0.0,2,0.8888101577758789,0.0,101100101110001110110000,+-++--+-+++---+++-++----,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-11.139917514295995,122.36721345740497,0.2,2,0.401961088180542,0.0,010011010001110001001111,-+--++-+---+++---+--++++,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-12.219024733843003,121.82306171022498,0.3,2,0.17293810844421387,0.0,010011010001110011001110,-+--++-+---+++--++--+++-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-7.197708550599002,121.48948729551489,0.4,2,0.17085504531860352,0.0,010001010101110011001110,-+---+-+-+-+++--++--+++-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-4.1792867796360085,121.48948729551489,0.5,2,0.40218615531921387,0.0,010001010101110011001110,-+---+-+-+-+++--++--+++-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.953680199667998,121.48948729551489,0.6,2,0.5122568607330322,0.0,010001010101110011001110,-+---+-+-+-+++--++--+++-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.9628700362439897,121.48948729551489,0.8,2,0.897346019744873,0.0,010001010101110011001110,-+---+-+-+-+++--++--+++-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,121.31159902354509,121.3115990235448,,2,3.285276174545288,0.0,111010001101010100011100,+++-+---++-+-+-+---+++--,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.45881061923499544,121.40060679440091,0.0,2,0.7022969722747803,0.0,000100100110111011100011,---+--+--++-+++-+++---++,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-10.290798443354019,121.40060679440091,0.2,2,0.24767303466796875,0.0,111011011001000100011100,+++-++-++--+---+---+++--,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.357987117528992,121.40060679440091,0.3,2,0.1401050090789795,0.0,000100100110111011100011,---+--+--++-+++-+++---++,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
