name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,mip_gap,x_bits,z_bits,sum_z,seed,layers,data_root
baseline,12,29.140714249706004,29.140714249706,,2,0.07730793952941895,0.0,010110011100,-+-++--+++--,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.100,12,-1.7372375474770045,30.003405503364,0.1,2,0.05628514289855957,0.0,011110010100,-++++--+-+--,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,12,-4.246936801667,29.140714249706,0.2,2,0.014333009719848633,0.0,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,12,-5.742691156531999,29.140714249706,0.3,2,0.009686946868896484,0.0,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,12,-3.808475996252999,29.140714249706,0.4,2,0.018002986907958984,0.0,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,12,-2.4426393130550013,29.140714249706,0.5,2,0.013716936111450195,0.0,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,12,-1.8153929371350026,29.140714249706,0.6,2,0.024307966232299805,0.0,010110011100,-+-++--+++--,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,12,-1.483688271134997,29.140714249706,0.7,2,0.0235140323638916,0.0,010110011100,-+-++--+++--,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,12,-1.2814715145459985,29.140714249706,0.8,2,0.02805614471435547,2.7155401901150818e-05,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.900,12,-1.1456507402350002,29.140714249706,0.9,2,0.036461830139160156,0.0,101001100011,+-+--++---++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
