name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,mip_gap,x_bits,z_bits,sum_z,seed,layers,data_root
baseline,36,293.18593461165005,293.18593461165005,,2,1388.3339750766754,0.0,100000110010011100001111011110111000,+-----++--+--+++----++++-++++-+++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-19.930873586480956,294.46576410536795,0.2,2,4.7659149169921875,0.0,100000111010011100000111011110110100,+-----+++-+--+++-----+++-++++-++-+--,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-22.47963557331,293.18593461165005,0.3,2,1.4774529933929443,0.0,100000110010011100001111011110111000,+-----++--+--+++----++++-++++-+++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-12.187547109385003,293.18593461165005,0.4,2,1.6958799362182617,0.0,011111001101100011110000100001000111,-+++++--++-++---++++----+----+---+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,278.3422108002299,278.3422108002299,,2,2468.8008489608765,0.0,111000110101011001101001010100010101,+++---++-+-+-++--++-+--+-+-+---+-+-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-17.623554652318997,278.3422108002299,0.2,2,4.8872480392456055,0.0,000111001010100110010110101011101010,---+++--+-+-+--++--+-++-+-+-+++-+-+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-19.164947276284988,278.3422108002299,0.3,2,1.539397954940796,0.0,000111001010100110010110101011101010,---+++--+-+-+--++--+-++-+-+-+++-+-+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-10.096836113964008,278.3422108002299,0.4,2,4.1634368896484375,0.0,111000110101011001101001010100010101,+++---++-+-+-++--++-+--+-+-+---+-+-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,284.1234435387819,284.1234435387825,,2,2036.1444540023804,0.0,101100100011110011000100111110000011,+-++--+---++++--++---+--+++++-----++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-17.891429587518,284.7803789684122,0.2,2,6.380457162857056,0.0,101100000011110011100100101110000111,+-++------++++--+++--+--+-+++----+++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-19.59925705276,284.1234435387825,0.3,2,1.6798300743103027,0.0,101100100011110011000100111110000011,+-++--+---++++--++---+--+++++-----++,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-10.656238393037002,284.1234435387825,0.4,2,3.334836006164551,0.0,010011011100001100111011000001111100,-+--++-+++----++--+++-++-----+++++--,0,2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,270.4404069444773,270.44040694447693,,2,1020.0720789432526,0.0,010000111011010111000101010011001101,-+----+++-++-+-+++---+-+-+--++--++-+,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-22.476586246967997,270.44040694447693,0.2,2,1.5224049091339111,0.0,010000111011010111000101010011001101,-+----+++-++-+-+++---+-+-+--++--++-+,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-22.99370464726501,270.44040694447693,0.3,2,0.620934009552002,9.661058757784568e-05,010000111011010111000101010011001101,-+----+++-++-+-+++---+-+-+--++--++-+,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-11.538954900518977,270.44040694447693,0.4,2,1.0530650615692139,6.158222284052093e-05,010000111011010111000101010011001101,-+----+++-++-+-+++---+-+-+--++--++-+,0,3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,295.0393213755353,295.03932137553454,,2,1919.2685449123383,0.0,111100011000010101000101101011101100,++++---++----+-+-+---+-++-+-+++-++--,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-17.82793837176492,295.03932137553454,0.2,2,6.496431112289429,0.0,111100011000010101000101101011101100,++++---++----+-+-+---+-++-+-+++-++--,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-20.926666164557993,295.03932137553454,0.3,2,0.6572740077972412,0.0,111100011000010101000101101011101100,++++---++----+-+-+---+-++-+-+++-++--,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-11.87171268436898,295.03932137553454,0.4,2,1.153291940689087,0.0,000011100111101010111010010100010011,----+++--++++-+-+-+++-+--+-+---+--++,0,4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,274.53520230927995,274.53520230928007,,2,3328.145355939865,0.0,111100000111000110111001011110100000,++++-----+++---++-+++--+-++++-+-----,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-15.944635960299998,275.2425310691274,0.2,2,5.480033874511719,0.0,111101000101000111101001011110100000,++++-+---+-+---++++-+--+-++++-+-----,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-16.82878612700698,274.5363865873019,0.3,2,2.4831621646881104,0.0,000010111010011000011110100001011111,----+-+++-+--++----++++-+----+-+++++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-8.937276560837994,274.5363865873019,0.4,2,5.795874118804932,0.0,000010111010011000011110100001011111,----+-+++-+--++----++++-+----+-+++++,0,5,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,292.1098243870393,292.10982438703843,,2,2349.506007909775,0.0,111011010000101110010010011001101001,+++-++-+----+-+++--+--+--++--++-+--+,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-16.720892344742992,292.8418402938586,0.2,2,8.576511144638062,0.0,000100101110010001101111100110010110,---+--+-+++--+---++-+++++--++--+-++-,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-19.238805732809997,292.8418402938586,0.3,2,1.9617137908935547,0.0,111011010001101110010000011001101001,+++-++-+---++-+++--+-----++--++-+--+,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-10.667810676411998,292.10982438703843,0.4,2,2.7633090019226074,0.0,111011010000101110010010011001101001,+++-++-+----+-+++--+--+--++--++-+--+,0,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,286.8249561765369,286.8249561765373,,2,2358.2448840141296,0.0,101010100111010010011010001111000101,+-+-+-+--+++-+--+--++-+---++++---+-+,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-16.440393494356034,287.3989318010932,0.2,2,8.33387017250061,0.0,001010100111010010011010101111000101,--+-+-+--+++-+--+--++-+-+-++++---+-+,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-18.292726222219002,286.8249561765373,0.3,2,1.8419010639190674,0.0,010101011000101101100101110000111010,-+-+-+-++---+-++-++--+-+++----+++-+-,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-9.932885463773,286.8249561765373,0.4,2,5.3425819873809814,0.0,101010100111010010011010001111000101,+-+-+-+--+++-+--+--++-+---++++---+-+,0,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,280.6237521373737,280.6237521373742,,2,2385.3269488811493,0.0,111011010001100101100000100101011110,+++-++-+---++--+-++-----+--+-+-++++-,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-15.724018332968019,280.6237521373742,0.2,2,9.967298030853271,0.0,111011010001100101100000100101011110,+++-++-+---++--+-++-----+--+-+-++++-,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-16.27147308887301,280.6237521373742,0.3,2,2.977721929550171,0.0,000100101110011010011111011010100001,---+--+-+++--++-+--+++++-++-+-+----+,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-8.216142560401012,280.6237521373742,0.4,2,8.102731943130493,0.0,111011010001100101100000100101011110,+++-++-+---++--+-++-----+--+-+-++++-,0,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,281.4796860729269,281.47968607292773,,2,1675.4397819042206,0.0,110110010000100111011100101011100100,++-++--+----+--+++-+++--+-+-+++--+--,0,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-19.96555017003995,281.47968607292773,0.2,2,4.964845895767212,0.0,001001101111011000100011010100011011,--+--++-++++-++---+---++-+-+---++-++,0,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-21.824750948896003,282.0974362045614,0.3,2,1.113339900970459,8.631692242024044e-05,101001101011011000100011010100011011,+-+--++-+-++-++---+---++-+-+---++-++,0,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-11.41825548152401,281.47968607292773,0.4,2,1.9397130012512207,0.0,001001101111011000100011010100011011,--+--++-++++-++---+---++-+-+---++-++,0,9,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,284.2868699953068,284.28686999530606,,2,1872.9359879493713,0.0,001101101001000001110011010011011011,--++-++-+--+-----+++--++-+--++-++-++,0,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-16.535266467823007,284.28686999530606,0.2,2,13.211067914962769,0.0,001101101001000001110011010011011011,--++-++-+--+-----+++--++-+--++-++-++,0,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-18.211437277068008,284.28686999530606,0.3,2,1.9049608707427979,0.0,110010010110111110001100101100100100,++--+--+-++-+++++---++--+-++--+--+--,0,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-9.649028915162013,284.28686999530606,0.4,2,4.838669061660767,0.0,110010010110111110001100101100100100,++--+--+-++-+++++---++--+-++--+--+--,0,10,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,269.34382959360624,269.34382959360676,,2,1935.1452600955963,0.0,010001011001001011110111000110000111,-+---+-++--+--+-++++-+++---++----+++,0,11,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-19.133996467018967,269.34382959360676,0.2,2,6.550723075866699,0.0,101110100110110100001000111001111000,+-+++-+--++-++-+----+---+++--++++---,0,11,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-19.516135516406003,269.34382959360676,0.3,2,1.485304832458496,0.0,010001011001001011110111000110000111,-+---+-++--+--+-++++-+++---++----+++,0,11,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-10.07000403960102,269.34382959360676,0.4,2,2.67107892036438,0.0,010001011001001011110111000110000111,-+---+-++--+--+-++++-+++---++----+++,0,11,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,36,281.7260456611422,281.72604566114285,,2,2130.7477259635925,0.0,100110001010011110100001101111000101,+--++---+-+--++++-+----++-++++---+-+,0,12,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,36,-17.67877442406596,282.4360450114825,0.2,2,4.963386058807373,0.0,000110001010011110100001101111100101,---++---+-+--++++-+----++-+++++--+-+,0,12,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,36,-19.379925396698006,282.4360450114825,0.3,2,1.400852918624878,0.0,111001110101100001011110010000011010,+++--+++-+-++----+-++++--+-----++-+-,0,12,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,36,-10.822889756371,281.72604566114285,0.4,2,3.026729106903076,0.0,011001110101100001011110010000111010,-++--+++-+-++----+-++++--+----+++-+-,0,12,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
