name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,mip_gap,x_bits,z_bits,sum_z,seed,layers,data_root
baseline,20,91.05430035318493,91.054300353185,,2,0.48655200004577637,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,-0.5195217291859535,91.054300353185,0.0,2,0.25815916061401367,0.0,11100010011101011000,+++---+--+++-+-++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-8.524642033861008,91.054300353185,0.2,2,0.1926419734954834,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-11.190334870928996,91.054300353185,0.3,2,0.0810999870300293,0.0,11100010011101011000,+++---+--+++-+-++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-7.597413591566004,91.054300353185,0.4,2,0.07316303253173828,0.0,11100010011101011000,+++---+--+++-+-++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-4.3432210038940005,91.054300353185,0.5,2,0.09323596954345703,0.0,11100010011101011000,+++---+--+++-+-++---,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,20,-2.968652954850006,91.054300353185,0.6,2,0.13150691986083984,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,20,-2.3020373545009907,91.054300353185,0.7,2,0.27283596992492676,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,20,-1.9159846971640047,91.054300353185,0.8,2,0.312755823135376,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,20,-1.4880237501759996,91.054300353185,1.0,2,0.3383450508117676,0.0,00011101100010100111,---+++-++---+-+--+++,0,0,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,20,86.87741285523705,86.87741285523705,,2,0.5122239589691162,0.0,11011011010010100010,++-++-++-+--+-+---+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,-0.24086705874699987,86.87741285523705,0.0,2,0.2104489803314209,0.0,00100100101101011101,--+--+--+-++-+-+++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-8.424003065644007,86.87741285523705,0.2,2,0.12881708145141602,0.0,00100100101101011101,--+--+--+-++-+-+++-+,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-10.406700481789999,86.87741285523705,0.3,2,0.1032559871673584,0.0,11011011010010100010,++-++-++-+--+-+---+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-6.409014684857998,86.87741285523705,0.4,2,0.0640718936920166,0.0,11011011010010100010,++-++-++-+--+-+---+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-3.727196938607996,86.87741285523705,0.5,2,0.05007290840148926,6.744285959768457e-05,11011011010010100010,++-++-++-+--+-+---+-,0,1,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
