name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,preconditioner_family,layers,sweeps,data_root
baseline,28,176.9127493817959,176.91274938179572,,2,2.7128679752349854,0.011337041854858398,0.0,0001110000111110010101100110,---+++----+++++--+-+-++--++-,0,True,"[[0.00018, 216.86669539], [0.008753, 209.50001618], [0.010278, 208.20871177], [0.0107, 202.70027902], [0.011337, 176.91274938]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,28,-28.764183384417095,177.5428095635158,0.2,2,0.2448740005493164,0.008297920227050781,0.0,0101110000011110010101100110,-+-+++-----++++--+-+-++--++-,0,True,"[[0.00012, 216.86669539], [0.00648, 211.07716205], [0.007249, 208.20871177], [0.007644, 209.92844421], [0.008298, 177.54280956]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,28,-74.872195073728,177.5428095635158,0.3,2,0.04223895072937012,0.00816488265991211,0.0,1010001111100001101010011001,+-+---+++++----++-+-+--++--+,0,True,"[[0.000113, 216.86669539], [0.006811, 203.9540197], [0.008165, 177.54280956]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,28,-51.52742580665401,177.5428095635158,0.4,2,0.03821611404418945,0.008015155792236328,0.0,0101110000011110010101100110,-+-+++-----++++--+-+-++--++-,0,True,"[[0.000117, 216.86669539], [0.006717, 204.87887479], [0.008015, 177.54280956]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,28,-32.59964388233199,177.5428095635158,0.5,2,0.053214073181152344,0.008033037185668945,0.0,1010001111100001101010011001,+-+---+++++----++-+-+--++--+,0,True,"[[0.000109, 216.86669539], [0.006699, 192.8273461], [0.008033, 177.54280956]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,28,-24.136168425307986,177.5428095635158,0.7,2,0.08865499496459961,0.008538961410522461,0.0,0101110000011110010101100110,-+-+++-----++++--+-+-++--++-,0,True,"[[0.000111, 216.86669539], [0.007013, 203.13195543], [0.007905, 196.43685145], [0.008539, 177.54280956]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,28,-1.2941220767620054,183.55995751785986,0.8,2,0.37122201919555664,0.008075952529907227,0.0,1010001111000010101010111001,+-+---++++----+-+-+-+-+++--+,0,True,"[[0.00011, 216.86669539], [0.00614, 219.04065197], [0.006994, 212.89708809], [0.007414, 206.25011526], [0.008076, 183.55995752]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,28,-3.3721652654340044,176.91274938179572,1.0,2,0.9439749717712402,0.00920414924621582,0.0,1110001111000001101010011001,+++---++++-----++-+-+--++--+,0,True,"[[0.000112, 216.86669539], [0.007928, 206.87571105], [0.008684, 199.82216795], [0.009204, 176.91274938]]",0,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
baseline,28,164.34075451243604,164.3407545124361,,2,4.165608167648315,4.164646148681641,0.0,1010001101000111011001001011,+-+---++-+---+++-++--+--+-++,0,True,"[[0.000124, 189.51579027], [0.006374, 188.53795766], [0.006775, 165.80522431], [0.108765, 165.52263042], [2.622011, 164.80784601], [4.082149, 164.34075451], [4.164646, 164.34075451]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,28,-24.301849751253066,164.95918571790793,0.2,2,0.39792895317077637,0.39722108840942383,0.0,0011011000001111110101000011,--++-++-----++++++-+-+----++,0,True,"[[0.000118, 189.51579027], [0.007429, 193.84588558], [0.008087, 190.25738472], [0.008432, 190.09241739], [0.009023, 167.58360451], [0.312498, 164.95918572], [0.397221, 164.95918572]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,28,-34.40353759434599,164.95918571790793,0.3,2,0.20233607292175293,0.2017991542816162,0.0,1100100111110000001010111100,++--+--+++++------+-+-++++--,0,True,"[[0.000117, 189.51579027], [0.007127, 193.66471643], [0.007753, 168.82754356], [0.036603, 167.24866531], [0.201378, 164.95918572], [0.201799, 164.95918572]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,28,-24.610296592026007,164.95918571790793,0.4,2,0.22026300430297852,0.03720903396606445,0.0,1100100111110000001010111100,++--+--+++++------+-+-++++--,0,True,"[[0.000119, 189.51579027], [0.007002, 183.40490356], [0.008627, 164.80784601], [0.037209, 164.95918572]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,28,-18.198948329700997,164.95918571790793,0.5,2,0.21321487426757812,0.007818937301635742,0.0,0011011000001111110101000011,--++-++-----++++++-+-+----++,0,True,"[[0.000114, 189.51579027], [0.007178, 188.13777864], [0.007819, 164.95918572]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,28,-15.41813040553799,164.95918571790793,0.7,2,0.2707788944244385,0.008249044418334961,0.0,1100100111110000001010111100,++--+--+++++------+-+-++++--,0,True,"[[0.000114, 189.51579027], [0.007111, 173.18023726], [0.008249, 164.95918572]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,28,-7.782116089604001,164.80784600685183,0.8,2,0.5656049251556396,0.5649738311767578,0.0,1011001110000110010001010111,+-++--+++----++--+---+-+-+++,0,True,"[[0.000113, 189.51579027], [0.007466, 183.92588404], [0.008115, 164.95918572], [0.560599, 164.80784601], [0.564974, 164.80784601]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,28,-3.309638656831005,164.3407545124361,1.0,2,1.578739881515503,1.5778779983520508,0.0,0101110010111000100110110100,-+-+++--+-+++---+--++-++-+--,0,True,"[[0.000117, 189.51579027], [0.008224, 178.39678054], [0.009424, 166.70475849], [0.034852, 165.02502681], [1.190784, 164.34075451], [1.577878, 164.34075451]]",1,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
baseline,28,165.79827070364917,165.798270703649,,2,2.812974214553833,0.7141821384429932,0.0,0101001111100110101010000110,-+-+--+++++--++-+-+-+----++-,0,True,"[[0.000124, 184.10834611], [0.006876, 171.96795728], [0.472985, 171.37074414], [0.526473, 167.09271777], [0.555452, 165.84205169], [0.714182, 165.7982707]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,28,-26.233203943419,165.84205169187703,0.2,2,0.3142080307006836,0.24513506889343262,0.0,1010110000111001010001111001,+-+-++----+++--+-+---++++--+,0,True,"[[0.000115, 184.10834611], [0.006376, 183.82618783], [0.007388, 191.18770578], [0.00784, 167.94246955], [0.245135, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,28,-43.037841481703,165.84205169187703,0.3,2,0.17814207077026367,0.008328914642333984,0.0,0101001111000110101110000110,-+-+--++++---++-+-+++----++-,0,True,"[[0.000122, 184.10834611], [0.006961, 180.53912734], [0.008329, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,28,-32.144081133431996,165.84205169187703,0.4,2,0.2026669979095459,0.00842595100402832,0.0,0101001111000110101110000110,-+-+--++++---++-+-+++----++-,0,True,"[[0.000113, 184.10834611], [0.006869, 179.64306253], [0.008426, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,28,-24.935711223292998,165.84205169187703,0.5,2,0.17025208473205566,0.008327960968017578,0.0,1010110000111001010001111001,+-+-++----+++--+-+---++++--+,0,True,"[[0.000111, 184.10834611], [0.007071, 183.34968528], [0.008328, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,28,-19.001024717263,165.84205169187703,0.7,2,0.17519116401672363,0.007923126220703125,0.0,1010110000111001010001111001,+-+-++----+++--+-+---++++--+,0,True,"[[0.000123, 184.10834611], [0.007441, 182.03832874], [0.007923, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,28,-12.750343359041988,165.84205169187703,0.8,2,0.1847550868988037,0.008649110794067383,0.0,0101001111000110101110000110,-+-+--++++---++-+-+++----++-,0,True,"[[0.000127, 184.10834611], [0.006968, 181.52940174], [0.007573, 180.70293449], [0.008649, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,28,-12.30147235676501,165.84205169187703,1.0,2,0.1627941131591797,0.00817418098449707,0.0,0101001111000110101110000110,-+-+--++++---++-+-+++----++-,0,True,"[[0.000112, 184.10834611], [0.008174, 165.84205169]]",2,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
baseline,28,169.85007589582392,169.85007589582403,,2,2.3616530895233154,0.007430076599121094,0.0,1001001101010011111100101000,+--+--++-+-+--++++++--+-+---,0,True,"[[0.000113, 208.90331006], [0.006026, 203.13903248], [0.00679, 202.85982487], [0.00743, 169.8500759]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,28,-33.92464592923109,169.8719339959821,0.2,2,0.24839401245117188,0.007804155349731445,0.0,0110110010101100000011110110,-++-++--+-+-++------++++-++-,0,True,"[[0.000122, 208.90331006], [0.006639, 205.33460673], [0.00709, 206.49809696], [0.007804, 169.871934]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,28,-52.370771213854994,169.8719339959821,0.3,2,0.14683008193969727,0.0088958740234375,0.0,0110110010101100000011110110,-++-++--+-+-++------++++-++-,0,True,"[[0.000115, 208.90331006], [0.007184, 204.51793531], [0.007894, 206.14661023], [0.008269, 195.70630325], [0.008896, 169.871934]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,28,-36.52305448791499,170.16100371295607,0.4,2,0.18187713623046875,0.00879812240600586,0.0,1001001101010011111100001100,+--+--++-+-+--++++++----++--,0,True,"[[0.000117, 208.90331006], [0.007361, 189.75932933], [0.008798, 170.16100371]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,28,-27.642242345536992,170.16100371295607,0.5,2,0.2389538288116455,0.23537182807922363,0.0,0110110010101100000011110011,-++-++--+-+-++------++++--++,0,True,"[[0.000111, 208.90331006], [0.00721, 197.63824953], [0.008724, 170.16100371], [0.235372, 173.87548398]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,28,-20.747027545095005,170.16100371295607,0.7,2,0.2267899513244629,0.2234189510345459,0.0,1001001101010011111100001100,+--+--++-+-+--++++++----++--,0,True,"[[0.000111, 208.90331006], [0.007345, 202.45373471], [0.00856, 186.24711841], [0.009356, 170.16100371], [0.223419, 170.91823033]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,28,-18.156688077860995,170.16100371295607,0.8,2,0.23818707466125488,0.2351059913635254,0.0,0110110010101100000011110011,-++-++--+-+-++------++++--++,0,True,"[[0.000113, 208.90331006], [0.007344, 193.73676325], [0.008815, 170.16100371], [0.235106, 170.81570792]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,28,-0.10649887807000004,171.32812369468797,1.0,2,0.4521760940551758,0.03695201873779297,0.0,0110110010101101000011010011,-++-++--+-+-++-+----++-+--++,0,True,"[[0.00011, 208.90331006], [0.007695, 188.09944073], [0.008141, 206.05693933], [0.00869, 200.48239651], [0.009247, 177.89569305], [0.036952, 171.32812369]]",3,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
baseline,28,185.70475249517415,185.70475249517403,,2,4.165557861328125,4.16461181640625,0.0,1001011101011000001010111010,+--+-+++-+-++-----+-+-+++-+-,0,True,"[[0.000113, 209.69549112], [0.006081, 201.66607549], [0.007319, 188.11622948], [0.111646, 186.87216314], [0.111765, 186.34332473], [4.046504, 185.7047525], [4.164612, 185.7047525]]",4,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,28,-11.50588729353099,188.95406044269401,0.2,2,0.6619491577148438,0.008101940155029297,0.0,1111010111011001001010000001,++++-+-+++-++--+--+-+------+,0,True,"[[0.000125, 209.69549112], [0.008102, 188.95406044]]",4,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,28,-56.502768153825,188.91219703849225,0.3,2,0.06425690650939941,0.008955955505371094,0.0,0000101001100110110101011110,----+-+--++--++-++-+-+-++++-,0,True,"[[0.000118, 209.69549112], [0.006982, 198.03422468], [0.007739, 201.68383611], [0.008438, 201.86029386], [0.008956, 188.91219704]]",4,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,28,-38.503507969114,188.91219703849225,0.4,2,0.1251969337463379,0.008795022964477539,0.0,0000101001100110110101011110,----+-+--++--++-++-+-+-++++-,0,True,"[[0.000117, 209.69549112], [0.007245, 195.43233643], [0.008795, 188.91219704]]",4,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,28,-25.88953546695802,188.91219703849225,0.5,2,0.19211792945861816,0.008141040802001953,0.0,0000101001100110110101011110,----+-+--++--++-++-+-+-++++-,0,True,"[[0.000112, 209.69549112], [0.00758, 204.66519239], [0.008141, 188.91219704]]",4,quantum,3,,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
