name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,layers,preconditioner_family
precond_p=inf,16,-120.0,52.15318583221401,0.0,2,0.0047969818115234375,0.0037200450897216797,0.0,1100001101100101,++----++-++--+-+,0,True,"[[2.7e-05, 73.03745402], [0.00372, 52.15318583]]",0,inf,quantum
precond_p=inf,16,-120.0,54.529692492984985,0.0,2,0.004608869552612305,0.0035719871520996094,0.0,1011100110000011,+-+++--++-----++,0,True,"[[2.6e-05, 70.39490808], [0.003572, 54.52969249]]",1,inf,quantum
precond_p=inf,16,-120.0,50.310833559541976,0.0,2,0.004703044891357422,0.0036139488220214844,0.0,1010001100110011,+-+---++--++--++,0,True,"[[2.6e-05, 62.56545302], [0.003614, 50.31083356]]",2,inf,quantum
precond_p=inf,16,-120.0,54.829006957292,0.0,2,0.0046770572662353516,0.0036001205444335938,0.0,1011101100000011,+-+++-++------++,0,True,"[[2.6e-05, 65.70475581], [0.0036, 54.82900696]]",3,inf,quantum
precond_p=inf,16,-120.0,55.12263528921302,0.0,2,0.004881143569946289,0.0037889480590820312,0.0,1101000010011011,++-+----+--++-++,0,True,"[[2.5e-05, 68.76273039], [0.003789, 55.12263529]]",4,inf,quantum
precond_p=inf,16,-120.0,52.372709969311984,0.0,2,0.0047070980072021484,0.003620147705078125,0.0,1110100000101011,+++-+-----+-+-++,0,True,"[[2.7e-05, 68.21373681], [0.00362, 52.37270997]]",5,inf,quantum
precond_p=inf,16,-120.0,57.72883444011801,0.0,2,0.004910945892333984,0.0037949085235595703,0.0,1100011011001010,++---++-++--+-+-,0,True,"[[3.3e-05, 69.62770689], [0.003795, 57.72883444]]",6,inf,quantum
precond_p=inf,16,-120.0,53.18710891938902,0.0,2,0.005908012390136719,0.004912137985229492,0.0,1110001010101010,+++---+-+-+-+-+-,0,True,"[[2.6e-05, 61.80104583], [0.004912, 53.18710892]]",7,inf,quantum
precond_p=inf,16,-120.0,49.906654852649986,0.0,2,0.004575014114379883,0.0035278797149658203,0.0,1111101000010001,+++++-+----+---+,0,True,"[[2.7e-05, 55.64886967], [0.003528, 49.90665485]]",8,inf,quantum
precond_p=inf,16,-120.0,57.25525883915303,0.0,2,0.0048558712005615234,0.003796815872192383,0.0,1011110100000011,+-++++-+------++,0,True,"[[2.6e-05, 65.5564928], [0.003797, 57.25525884]]",9,inf,quantum
precond_p=inf,16,-120.0,52.055829077838,0.0,2,0.004664897918701172,0.003590106964111328,0.0,1101000010110110,++-+----+-++-++-,0,True,"[[2.7e-05, 64.46330545], [0.00359, 52.05582908]]",10,inf,quantum
precond_p=inf,16,-120.0,45.25501814482695,0.0,2,0.004734039306640625,0.003654956817626953,0.0,1000001011101110,+-----+-+++-+++-,0,True,"[[2.6e-05, 52.99377053], [0.003655, 45.25501814]]",11,inf,quantum
precond_p=inf,16,-120.0,54.407573739141,0.0,2,0.004620075225830078,0.0035622119903564453,0.0,1101000101101001,++-+---+-++-+--+,0,True,"[[2.6e-05, 69.10977453], [0.003562, 54.40757374]]",12,inf,quantum
