name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,seed,layers,data_root
precond_pen=0.800,20,-1.8961018370330045,88.71565305593602,0.8,2,0.8241760730743408,0.4546639919281006,0.0,10001111000011111000,+---++++----+++++---,0,True,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,20,-1.4795025697929898,88.71565305593602,1.0,2,0.9044849872589111,0.5644149780273438,0.0,01110000111100000111,-+++----++++-----+++,0,True,6,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,20,85.6369000782881,85.63690007828797,,2,1.4680769443511963,0.7664711475372314,0.0,10010110110000111010,+--+-++-++----+++-+-,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,-0.479121403047003,85.90424433452202,0.0,2,0.8373730182647705,0.027409076690673828,0.0,01101100001101101100,-++-++----++-++-++--,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-8.767370115857002,85.68813473851395,0.2,2,-2.1492040157318115,-2.1609108448028564,0.0,01101101000011101100,-++-++-+----+++-++--,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-10.405490894436003,85.68813473851395,0.3,2,0.278278112411499,0.05824708938598633,0.0,10010010111100010011,+--+--+-++++---+--++,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-6.386454153498996,85.81986277115999,0.4,2,0.25476813316345215,0.15996909141540527,0.0,01101101001111000001,-++-++-+--++++-----+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-3.7606005129509956,85.63690007828797,0.5,2,0.34510278701782227,0.22768497467041016,0.0,01101001001111000101,-++-+--+--++++---+-+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,20,-2.6591405212959973,85.63690007828797,0.6,2,0.6527750492095947,0.01728510856628418,0.0,01101001001111000101,-++-+--+--++++---+-+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,20,-2.1039161711050074,85.63690007828797,0.7,2,0.7325398921966553,0.021976947784423828,0.0,01101001001111000101,-++-+--+--++++---+-+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,20,-1.7734449365430027,85.63690007828797,0.8,2,1.039424180984497,1.0115561485290527,0.0,01101001001111000101,-++-+--+--++++---+-+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,20,-1.3985142707640037,85.63690007828797,1.0,2,0.7876279354095459,0.7715301513671875,0.0,01101001001111000101,-++-+--+--++++---+-+,0,True,7,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,20,79.77328345706597,79.77328345706601,,2,0.8132650852203369,0.19288301467895508,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,20,-1.3807899507829688,79.77328345706601,0.0,2,0.6138379573822021,0.022589921951293945,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,20,-10.626551573728998,79.77328345706601,0.2,2,0.32776904106140137,0.02974700927734375,0.0,01010001011011001101,-+-+---+-++-++--++-+,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,20,-11.007534417369998,79.77328345706601,0.3,2,0.12082910537719727,0.03548908233642578,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,20,-6.1887791434239965,79.77328345706601,0.4,2,0.16650986671447754,0.03261303901672363,0.0,01010001011011001101,-+-+---+-++-++--++-+,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,20,-3.7060059175959967,79.77328345706601,0.5,2,0.21416091918945312,0.10147690773010254,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,20,-2.673335109799,79.77328345706601,0.6,2,0.6818931102752686,0.6803271770477295,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.700,20,-2.1374647896679964,79.77328345706601,0.7,2,0.7130661010742188,0.7052719593048096,0.0,01010001011011001101,-+-+---+-++-++--++-+,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,20,-1.8116219345010016,79.77328345706601,0.8,2,1.0253639221191406,1.0108590126037598,0.0,10101110100100110010,+-+-+++-+--+--++--+-,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=1.000,20,-1.4349965075009976,79.77328345706601,1.0,2,0.9618790149688721,0.9355940818786621,0.0,01010001011011001101,-+-+---+-++-++--++-+,0,True,8,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
