name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,preconditioner_family,layers,sweeps
baseline,8,13.458061722447997,13.458061722448,,2,0.21921300888061523,0.16480612754821777,0.0,01111000,-++++---,0,True,"[[0.018345, 16.2904225], [0.164806, 13.45806172]]",0,quantum,1,
precond_pen=0.000,8,0.44309676287000066,13.664668253633998,0.0,2,0.25632405281066895,0.1957240104675293,0.0,01011100,-+-+++--,0,True,"[[0.022672, 16.2904225], [0.193746, 16.29948472], [0.195724, 13.66466825]]",0,quantum,1,
precond_pen=0.200,8,-1.9470944726099997,13.664668253633998,0.2,2,0.26476001739501953,0.20140504837036133,0.0,10100011,+-+---++,0,True,"[[0.02043, 16.2904225], [0.201405, 13.45806172], [0.20377, 13.66466825]]",0,quantum,1,
precond_pen=0.300,8,-2.979330942693,13.458061722448,0.3,2,0.21256804466247559,0.1730480194091797,0.0,10000111,+----+++,0,True,"[[0.021277, 16.2904225], [0.170784, 15.88880197], [0.173048, 13.45806172]]",0,quantum,1,
precond_pen=0.400,8,-2.579378645349,13.458061722448,0.4,2,0.20951294898986816,0.16180205345153809,0.0,10000111,+----+++,0,True,"[[0.016901, 16.2904225], [0.159218, 15.88880197], [0.161802, 13.45806172]]",0,quantum,1,
precond_pen=0.500,8,-1.8808340177629987,13.458061722448,0.5,2,0.19562196731567383,0.1539170742034912,0.0,01111000,-++++---,0,True,"[[0.017801, 16.2904225], [0.153917, 13.45806172]]",0,quantum,1,
precond_pen=0.600,8,-1.4681866404910004,13.458061722448,0.6,2,0.22373509407043457,0.18451309204101562,0.0,10000111,+----+++,0,True,"[[0.019106, 16.2904225], [0.184513, 13.45806172]]",0,quantum,1,
precond_pen=0.700,8,-1.2320346548890004,13.458061722448,0.7,2,0.1894059181213379,0.15005993843078613,0.0,01111000,-++++---,0,True,"[[0.016129, 16.2904225], [0.147837, 15.80151115], [0.15006, 13.45806172]]",0,quantum,1,
precond_pen=0.800,8,-1.0832107392089991,13.458061722448,0.8,2,0.2097780704498291,0.16607904434204102,0.0,01111000,-++++---,0,True,"[[0.026394, 16.2904225], [0.16335, 15.80151115], [0.166079, 13.45806172]]",0,quantum,1,
precond_pen=1.000,8,-0.9077323182150003,13.458061722448,1.0,2,0.2166140079498291,0.1728529930114746,0.0,01111000,-++++---,0,True,"[[0.023061, 16.2904225], [0.170455, 15.80151115], [0.172853, 13.45806172]]",0,quantum,1,
baseline,8,12.603015254315002,12.603015254314998,,2,0.21744179725646973,0.15966391563415527,0.0,01010110,-+-+-++-,0,True,"[[0.013944, 13.90169322], [0.159664, 12.60301525]]",1,quantum,1,
precond_pen=0.000,8,0.06539473396500028,12.603015254314998,0.0,2,0.20819592475891113,0.15929293632507324,0.0,01010110,-+-+-++-,0,True,"[[0.01689, 13.90169322], [0.159293, 12.60301525]]",1,quantum,1,
precond_pen=0.200,8,-3.051018278575001,12.603015254314998,0.2,2,0.24753689765930176,0.21068692207336426,0.0,01010110,-+-+-++-,0,True,"[[0.019347, 13.90169322], [0.210687, 12.60301525]]",1,quantum,1,
precond_pen=0.300,8,-4.627047595372001,12.603015254314998,0.3,2,0.20677399635314941,0.16414999961853027,0.0,01010110,-+-+-++-,0,True,"[[0.023371, 13.90169322], [0.16415, 12.60301525]]",1,quantum,1,
precond_pen=0.400,8,-3.287864206894001,12.603015254314998,0.4,2,0.1691579818725586,0.1548459529876709,0.0,01010110,-+-+-++-,0,True,"[[0.024086, 13.90169322], [0.154846, 12.60301525]]",1,quantum,1,
precond_pen=0.500,8,-2.1738111435420007,12.603015254314998,0.5,2,0.17991018295288086,0.1522681713104248,0.0,01010110,-+-+-++-,0,True,"[[0.019117, 13.90169322], [0.152268, 12.60301525]]",1,quantum,1,
precond_pen=0.600,8,-1.6357973483669999,12.603015254314998,0.6,2,0.22498703002929688,0.18296122550964355,0.0,01010110,-+-+-++-,0,True,"[[0.019014, 13.90169322], [0.182961, 12.60301525]]",1,quantum,1,
precond_pen=0.700,8,-1.3473126807230007,12.603015254314998,0.7,2,0.20283889770507812,0.16111397743225098,0.0,01010110,-+-+-++-,0,True,"[[0.023608, 13.90169322], [0.161114, 12.60301525]]",1,quantum,1,
precond_pen=0.800,8,-1.1707868835659991,12.603015254314998,0.8,2,0.19234991073608398,0.15093207359313965,0.0,01010110,-+-+-++-,0,True,"[[0.017484, 13.90169322], [0.150932, 12.60301525]]",1,quantum,1,
precond_pen=1.000,8,-0.9669198769720007,12.603015254314998,1.0,2,0.16373586654663086,0.15035700798034668,0.0,10101001,+-+-+--+,0,True,"[[0.023432, 13.90169322], [0.150357, 12.60301525]]",1,quantum,1,
baseline,8,13.688449773332003,13.688449773331996,,2,0.16770100593566895,0.1461338996887207,0.0,10110010,+-++--+-,0,True,"[[0.016625, 15.10648738], [0.146134, 13.68844977]]",2,quantum,1,
precond_pen=0.000,8,0.655534816100996,13.751988673696005,0.0,2,0.23592591285705566,0.15803194046020508,0.0,10110001,+-++---+,0,True,"[[0.02085, 15.10648738], [0.158032, 13.75198867]]",2,quantum,1,
precond_pen=0.200,8,-2.2145661213959995,13.751988673696005,0.2,2,0.2054297924041748,0.16063976287841797,0.0,10110001,+-++---+,0,True,"[[0.018359, 15.10648738], [0.16064, 13.75198867]]",2,quantum,1,
