name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,preconditioner_family,layers,sweeps
baseline,16,52.153185832214,52.15318583221401,,2,0.07147598266601562,0.005983829498291016,0.0,1100001101100101,++----++-++--+-+,0,False,"[[0.000171, 73.03745402], [0.005821, 70.50479998], [0.005984, 52.15318583]]",0,quantum,3,
precond_pen=0.200,16,-27.293972589328995,52.15318583221401,0.2,2,0.013874053955078125,0.0035982131958007812,0.0,1100001101100101,++----++-++--+-+,0,False,"[[0.000128, 73.03745402], [0.003036, 71.85258123], [0.00341, 71.44549715], [0.003598, 52.15318583]]",0,quantum,3,
precond_pen=0.300,16,-46.392022817789,52.15318583221401,0.3,2,0.007557868957519531,0.0024399757385253906,0.0,0011110010011010,--++++--+--++-+-,0,False,"[[0.000123, 73.03745402], [0.002182, 57.88421151], [0.00244, 52.15318583]]",0,quantum,3,
precond_pen=0.400,16,-39.694658709425994,52.15318583221401,0.4,2,0.008494853973388672,0.0028579235076904297,0.0,1100001101100101,++----++-++--+-+,0,False,"[[0.000126, 73.03745402], [0.002298, 69.79261428], [0.0025, 71.17336398], [0.002717, 68.4010203], [0.002858, 52.15318583]]",0,quantum,3,
precond_pen=0.500,16,-30.11016420379,52.15318583221401,0.5,2,0.00905919075012207,0.0028312206268310547,0.0,0011110010011010,--++++--+--++-+-,0,False,"[[0.000122, 73.03745402], [0.002518, 58.47242043], [0.002831, 52.15318583]]",0,quantum,3,
precond_pen=0.700,16,-19.947065257145994,52.15318583221401,0.7,2,0.009617090225219727,0.0032579898834228516,0.0,1100001101100101,++----++-++--+-+,0,False,"[[0.000128, 73.03745402], [0.002548, 69.89821988], [0.002762, 67.94388025], [0.003065, 64.22503267], [0.003258, 52.15318583]]",0,quantum,3,
baseline,16,54.52969249298498,54.529692492984985,,2,0.09440302848815918,0.0026459693908691406,0.0,1011100110000011,+-+++--++-----++,0,False,"[[0.000125, 70.39490808], [0.002266, 69.51964787], [0.002452, 68.22205269], [0.002646, 54.52969249]]",1,quantum,3,
precond_pen=0.200,16,-12.377459611014995,54.529692492984985,0.2,2,0.04182100296020508,0.0031142234802246094,0.0,1011100110000011,+-+++--++-----++,0,False,"[[0.000135, 70.39490808], [0.002692, 63.63209012], [0.002913, 61.32030562], [0.003114, 54.52969249]]",1,quantum,3,
precond_pen=0.300,16,-21.95699271639,54.72989054440102,0.3,2,0.011660099029541016,0.002953052520751953,0.0,0001011001011101,---+-++--+-+++-+,0,False,"[[0.000127, 70.39490808], [0.002677, 57.52749283], [0.002953, 54.72989054]]",1,quantum,3,
precond_pen=0.400,16,-17.976150762809997,54.72989054440102,0.4,2,0.01135396957397461,0.0028700828552246094,0.0,0001011001011101,---+-++--+-+++-+,0,False,"[[0.000119, 70.39490808], [0.002595, 54.91679955], [0.00287, 54.72989054]]",1,quantum,3,
precond_pen=0.500,16,-14.415122042183995,54.72989054440102,0.5,2,0.012907028198242188,0.0032269954681396484,0.0,0001011001011101,---+-++--+-+++-+,0,False,"[[0.000122, 70.39490808], [0.002499, 64.34490108], [0.002764, 66.20889003], [0.002973, 63.39769335], [0.003227, 54.72989054]]",1,quantum,3,
precond_pen=0.700,16,-10.507456824481999,54.72989054440102,0.7,2,0.02274799346923828,0.0029540061950683594,0.0,0001011001011101,---+-++--+-+++-+,0,False,"[[0.000127, 70.39490808], [0.002523, 61.461677], [0.002797, 60.40320368], [0.002954, 54.72989054]]",1,quantum,3,
baseline,16,50.310833559542,50.310833559541976,,2,0.0667109489440918,0.0025730133056640625,0.0,1010001100110011,+-+---++--++--++,0,False,"[[0.000132, 62.56545302], [0.002398, 62.25577299], [0.002573, 50.31083356]]",2,quantum,3,
precond_pen=0.200,16,-18.887773929512996,50.310833559541976,0.2,2,0.013976097106933594,0.0032300949096679688,0.0,0101110011001100,-+-+++--++--++--,0,False,"[[0.000134, 62.56545302], [0.002876, 60.37013754], [0.00323, 50.31083356]]",2,quantum,3,
precond_pen=0.300,16,-27.061843855929,50.310833559541976,0.3,2,0.009308815002441406,0.0030059814453125,0.0,1010001100110011,+-+---++--++--++,0,False,"[[0.000122, 62.56545302], [0.002481, 57.44048149], [0.002846, 58.25938643], [0.003006, 50.31083356]]",2,quantum,3,
precond_pen=0.400,16,-20.190455341651997,50.310833559541976,0.4,2,0.008903026580810547,0.0026891231536865234,0.0,0101110011001100,-+-+++--++--++--,0,False,"[[0.000122, 62.56545302], [0.002344, 56.1452782], [0.002689, 50.31083356]]",2,quantum,3,
precond_pen=0.500,16,-15.997994782833004,50.310833559541976,0.5,2,0.009508848190307617,0.003101825714111328,0.0,1010001100110011,+-+---++--++--++,0,False,"[[0.000122, 62.56545302], [0.002654, 57.6130265], [0.002925, 56.55531968], [0.003102, 50.31083356]]",2,quantum,3,
precond_pen=0.700,16,-11.918186458602001,50.310833559541976,0.7,2,0.012230873107910156,0.0030050277709960938,0.0,1010001100110011,+-+---++--++--++,0,False,"[[0.000122, 62.56545302], [0.002689, 58.24675411], [0.003005, 50.31083356]]",2,quantum,3,
baseline,16,54.829006957291995,54.829006957292,,2,0.0917501449584961,0.08124804496765137,0.0,0100010011111100,-+---+--++++++--,0,False,"[[0.000123, 65.70475581], [0.002013, 64.97945169], [0.002239, 64.83970402], [0.002489, 63.19355644], [0.002644, 56.36824711], [0.069198, 56.16359783], [0.081248, 54.82900696]]",3,quantum,3,
precond_pen=0.200,16,-6.734110639706017,54.829006957292,0.2,2,0.10212206840515137,0.0028290748596191406,0.0,0100010011111100,-+---+--++++++--,0,False,"[[0.000124, 65.70475581], [0.002445, 61.62051935], [0.002829, 54.82900696]]",3,quantum,3,
precond_pen=0.300,16,-17.605302349827,55.29132634059605,0.3,2,0.026298046112060547,0.02275705337524414,0.0,1001101000100111,+--++-+---+--+++,0,False,"[[0.000131, 65.70475581], [0.002611, 57.36287189], [0.002918, 54.82900696], [0.022757, 55.29132634]]",3,quantum,3,
precond_pen=0.400,16,-13.974295568875998,55.29132634059605,0.4,2,0.021263837814331055,0.018977880477905273,0.0,0110010111011000,-++--+-+++-++---,0,False,"[[0.000127, 65.70475581], [0.002693, 59.58422724], [0.003096, 54.82900696], [0.018978, 55.29132634]]",3,quantum,3,
precond_pen=0.500,16,-11.102275828299996,55.29132634059605,0.5,2,0.01580190658569336,0.014778852462768555,0.0,1001101000100111,+--++-+---+--+++,0,False,"[[0.000142, 65.70475581], [0.002453, 57.36287189], [0.002744, 54.82900696], [0.014779, 55.29132634]]",3,quantum,3,
precond_pen=0.700,16,-8.431467236712999,54.829006957292,0.7,2,0.01788496971130371,0.0028629302978515625,0.0,1011101100000011,+-+++-++------++,0,False,"[[0.000118, 65.70475581], [0.002521, 60.63603968], [0.002863, 54.82900696]]",3,quantum,3,
baseline,16,55.122635289212994,55.12263528921302,,2,0.07671999931335449,0.0024118423461914062,0.0,0010111101100100,--+-++++-++--+--,0,False,"[[0.000121, 68.76273039], [0.001977, 64.93774152], [0.002217, 64.75577114], [0.002412, 55.12263529]]",4,quantum,3,
precond_pen=0.200,16,-12.798342745692004,55.31451000210102,0.2,2,0.04104304313659668,0.002907991409301758,0.0,1101000110010011,++-+---++--+--++,0,False,"[[0.000128, 68.76273039], [0.002567, 66.92180679], [0.002908, 55.31451]]",4,quantum,3,
precond_pen=0.300,16,-33.254731724369,55.31451000210102,0.3,2,0.008645057678222656,0.0028429031372070312,0.0,0010111001101100,--+-+++--++-++--,0,False,"[[0.000132, 68.76273039], [0.002586, 57.07067916], [0.002843, 55.31451]]",4,quantum,3,
