name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,layers,preconditioner_family,data_root
precond_p=inf,32,-496.0,239.69424566937104,0.0,2,0.008839130401611328,0.007444143295288086,0.0,10100011000111011010000001110111,+-+---++---+++-++-+------+++-+++,0,True,"[[3.1e-05, 274.21960198], [0.007444, 239.69424567]]",0,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,215.21957118983227,0.0,2,0.011020898818969727,0.009695053100585938,0.0,10001101100000001110100111110011,+---++-++-------+++-+--+++++--++,0,True,"[[3.1e-05, 246.70341481], [0.009695, 215.21957119]]",1,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,220.5764846179211,0.0,2,0.007630109786987305,0.006484031677246094,0.0,11010100100101010010100110111010,++-+-+--+--+-+-+--+-+--++-+++-+-,0,True,"[[3e-05, 248.30668298], [0.006484, 220.57648462]]",2,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,219.25095850815893,0.0,2,0.010459184646606445,0.006924152374267578,0.0,11111010010001100001011000111010,+++++-+--+---++----+-++---+++-+-,0,True,"[[3e-05, 255.7771439], [0.006924, 219.25095851]]",3,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,241.73345299268692,0.0,2,0.008018970489501953,0.006636857986450195,0.0,11010111110001100010100101001010,++-+-+++++---++---+-+--+-+--+-+-,0,True,"[[3.1e-05, 271.54479011], [0.006637, 241.73345299]]",4,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,211.7002990637288,0.0,2,0.007863044738769531,0.006628990173339844,0.0,10100000011000101111011100111001,+-+------++---+-++++-+++--+++--+,0,True,"[[3.1e-05, 242.66274961], [0.006629, 211.70029906]]",5,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,231.2188667881284,0.0,2,0.008472919464111328,0.007183074951171875,0.0,11010110110000011101101001110000,++-+-++-++-----+++-++-+--+++----,0,True,"[[3e-05, 254.83002036], [0.007183, 231.21886679]]",6,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,224.82307815668526,0.0,2,0.007983922958374023,0.0066759586334228516,0.0,10111010110100110110110010001000,+-+++-+-++-+--++-++-++--+---+---,0,True,"[[3e-05, 263.45969113], [0.006676, 224.82307816]]",7,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,220.9934881403253,0.0,2,0.011300086975097656,0.009927034378051758,0.0,10011101110000011001110000011110,+--+++-+++-----++--+++-----++++-,0,True,"[[3e-05, 254.45192145], [0.009927, 220.99348814]]",8,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,226.23833166737592,0.0,2,0.00870203971862793,0.007439136505126953,0.0,11100100100001111110001111100000,+++--+--+----++++++---+++++-----,0,True,"[[3e-05, 265.75810913], [0.007439, 226.23833167]]",9,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,224.0500651024449,0.0,2,0.007903814315795898,0.006540775299072266,0.0,10000001100111111010100011011001,+------++--++++++-+-+---++-++--+,0,True,"[[3e-05, 259.90363886], [0.006541, 224.0500651]]",10,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,212.05453963505803,0.0,2,0.008916139602661133,0.007676124572753906,0.0,10110010111110000011101010010001,+-++--+-+++++-----+++-+-+--+---+,0,True,"[[3e-05, 241.63780159], [0.007676, 212.05453964]]",11,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,223.3158505553118,0.0,2,0.007531166076660156,0.006415128707885742,0.0,11101010111000011011110000001001,+++-+-+-+++----++-++++------+--+,0,True,"[[3e-05, 264.35621978], [0.006415, 223.31585056]]",12,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,222.11180194539585,0.0,2,0.018738985061645508,0.017455101013183594,0.0,11111011001000010000110111001100,+++++-++--+----+----++-+++--++--,0,True,"[[3e-05, 254.25714235], [0.017455, 222.11180195]]",13,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,219.23387587756724,0.0,2,0.009982824325561523,0.008671998977661133,0.0,10010011100100100110011110011001,+--+--+++--+--+--++--++++--++--+,0,True,"[[3.1e-05, 256.08676628], [0.008672, 219.23387588]]",14,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,230.27415860514785,0.0,2,0.008213043212890625,0.006902933120727539,0.0,11100000010101000101101100111011,+++------+-+-+---+-++-++--+++-++,0,True,"[[3e-05, 260.81382293], [0.006903, 230.27415861]]",15,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,224.79768513964794,0.0,2,0.007721900939941406,0.0066220760345458984,0.0,11000000111001010100110111010101,++------+++--+-+-+--++-+++-+-+-+,0,True,"[[3e-05, 249.41415121], [0.006622, 224.79768514]]",16,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,216.95867349345104,0.0,2,0.024062156677246094,0.022729158401489258,0.0,11100011110011011001010001100100,+++---++++--++-++--+-+---++--+--,0,True,"[[3.1e-05, 242.92985753], [0.022729, 216.95867349]]",17,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,214.0859675347592,0.0,2,0.008774042129516602,0.007448911666870117,0.0,11100111000001110010100101001110,+++--+++-----+++--+-+--+-+--+++-,0,True,"[[3e-05, 251.56000848], [0.007449, 214.08596753]]",18,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,32,-496.0,222.70822406659806,0.0,2,0.007956981658935547,0.0067179203033447266,0.0,10110100000110101010001011011011,+-++-+-----++-+-+-+---+-++-++-++,0,True,"[[3.1e-05, 248.28320856], [0.006718, 222.70822407]]",19,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
