name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,layers,preconditioner_family,data_root
precond_p=inf,16,-120.0,52.15318583221401,0.0,2,0.001583099365234375,0.0012421607971191406,0.0,1100001101100101,++----++-++--+-+,0,False,"[[2.7e-05, 73.03745402], [0.001242, 52.15318583]]",0,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.529692492984985,0.0,2,0.001542806625366211,0.0012278556823730469,0.0,1011100110000011,+-+++--++-----++,0,False,"[[2.5e-05, 70.39490808], [0.001228, 54.52969249]]",1,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,50.310833559541976,0.0,2,0.00150299072265625,0.0012080669403076172,0.0,1010001100110011,+-+---++--++--++,0,False,"[[2.5e-05, 62.56545302], [0.001208, 50.31083356]]",2,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.829006957292,0.0,2,0.0014979839324951172,0.0012040138244628906,0.0,1011101100000011,+-+++-++------++,0,False,"[[2.5e-05, 65.70475581], [0.001204, 54.82900696]]",3,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.12263528921302,0.0,2,0.0016570091247558594,0.0012280941009521484,0.0,1101000010011011,++-+----+--++-++,0,False,"[[2.5e-05, 68.76273039], [0.001228, 55.12263529]]",4,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.372709969311984,0.0,2,0.001641988754272461,0.0012600421905517578,0.0,1110100000101011,+++-+-----+-+-++,0,False,"[[2.5e-05, 68.21373681], [0.00126, 52.37270997]]",5,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,57.72883444011801,0.0,2,0.001689910888671875,0.001271963119506836,0.0,1100011011001010,++---++-++--+-+-,0,False,"[[2.5e-05, 69.62770689], [0.001272, 57.72883444]]",6,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.18710891938902,0.0,2,0.0014760494232177734,0.0011758804321289062,0.0,1110001010101010,+++---+-+-+-+-+-,0,False,"[[2.5e-05, 61.80104583], [0.001176, 53.18710892]]",7,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,49.906654852649986,0.0,2,0.0015599727630615234,0.0012769699096679688,0.0,1111101000010001,+++++-+----+---+,0,False,"[[2.5e-05, 55.64886967], [0.001277, 49.90665485]]",8,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,57.25525883915303,0.0,2,0.0016219615936279297,0.0012450218200683594,0.0,1011110100000011,+-++++-+------++,0,False,"[[2.5e-05, 65.5564928], [0.001245, 57.25525884]]",9,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.055829077838,0.0,2,0.0016911029815673828,0.0012362003326416016,0.0,1101000010110110,++-+----+-++-++-,0,False,"[[2.5e-05, 64.46330545], [0.001236, 52.05582908]]",10,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,45.25501814482695,0.0,2,0.0014989376068115234,0.0012040138244628906,0.0,1000001011101110,+-----+-+++-+++-,0,False,"[[2.6e-05, 52.99377053], [0.001204, 45.25501814]]",11,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.407573739141,0.0,2,0.0016429424285888672,0.0012857913970947266,0.0,1101000101101001,++-+---+-++-+--+,0,False,"[[2.5e-05, 69.10977453], [0.001286, 54.40757374]]",12,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,57.09992072540301,0.0,2,0.001611948013305664,0.0012199878692626953,0.0,1100111001001001,++--+++--+--+--+,0,False,"[[2.5e-05, 72.06703931], [0.00122, 57.09992073]]",13,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.12523290194102,0.0,2,0.0015130043029785156,0.0012018680572509766,0.0,1100100100110110,++--+--+--++-++-,0,False,"[[2.5e-05, 64.34502192], [0.001202, 53.1252329]]",14,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,56.867652442345,0.0,2,0.0014989376068115234,0.0011839866638183594,0.0,1110010010010011,+++--+--+--+--++,0,False,"[[2.5e-05, 67.65280917], [0.001184, 56.86765244]]",15,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.12307955243,0.0,2,0.0016357898712158203,0.0012288093566894531,0.0,1110000101101100,+++----+-++-++--,0,False,"[[2.5e-05, 66.08345906], [0.001229, 55.12307955]]",16,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,51.476810919307,0.0,2,0.0016388893127441406,0.0012400150299072266,0.0,1100101011000101,++--+-+-++---+-+,0,False,"[[2.5e-05, 59.99779131], [0.00124, 51.47681092]]",17,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.87104298052797,0.0,2,0.0015070438385009766,0.0011830329895019531,0.0,1011011100000011,+-++-+++------++,0,False,"[[2.5e-05, 59.61514206], [0.001183, 52.87104298]]",18,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.105474173337996,0.0,2,0.0015101432800292969,0.0012121200561523438,0.0,1110001001111000,+++---+--++++---,0,False,"[[2.5e-05, 68.86817334], [0.001212, 52.10547417]]",19,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,48.848816103205024,0.0,2,0.0015511512756347656,0.0012350082397460938,0.0,1110000111011000,+++----+++-++---,0,False,"[[2.5e-05, 62.54334804], [0.001235, 48.8488161]]",20,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.346939705589996,0.0,2,0.001744985580444336,0.0012850761413574219,0.0,1000001101110011,+-----++-+++--++,0,False,"[[2.5e-05, 60.32874964], [0.001285, 53.34693971]]",21,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.635892052061976,0.0,2,0.0016019344329833984,0.0012187957763671875,0.0,1110000110110100,+++----++-++-+--,0,False,"[[2.6e-05, 65.01239624], [0.001219, 55.63589205]]",22,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.58429874295398,0.0,2,0.0016999244689941406,0.001219034194946289,0.0,1100001001101101,++----+--++-++-+,0,False,"[[2.5e-05, 62.43540209], [0.001219, 53.58429874]]",23,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.71327719824798,0.0,2,0.0017290115356445312,0.0012810230255126953,0.0,1110110100001100,+++-++-+----++--,0,False,"[[2.5e-05, 63.06341451], [0.001281, 54.7132772]]",24,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,50.73561711458199,0.0,2,0.0015270709991455078,0.0011889934539794922,0.0,1110000100011101,+++----+---+++-+,0,False,"[[2.5e-05, 55.47990272], [0.001189, 50.73561711]]",25,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,51.07438107428301,0.0,2,0.0015048980712890625,0.001199960708618164,0.0,1100111010110000,++--+++-+-++----,0,False,"[[2.5e-05, 65.83376564], [0.0012, 51.07438107]]",26,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.472882162661975,0.0,2,0.0016679763793945312,0.0012159347534179688,0.0,1101011000101010,++-+-++---+-+-+-,0,False,"[[2.5e-05, 68.31728327], [0.001216, 55.47288216]]",27,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,59.10192928332398,0.0,2,0.0016870498657226562,0.0012187957763671875,0.0,1111000010101001,++++----+-+-+--+,0,False,"[[2.5e-05, 72.09207676], [0.001219, 59.10192928]]",28,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,51.019699256003015,0.0,2,0.0016820430755615234,0.001280069351196289,0.0,1010000001111101,+-+------+++++-+,0,False,"[[3.4e-05, 60.01319887], [0.00128, 51.01969926]]",29,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.907137255931005,0.0,2,0.0016560554504394531,0.001219034194946289,0.0,1010011101011000,+-+--+++-+-++---,0,False,"[[2.5e-05, 68.38602335], [0.001219, 54.90713726]]",30,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.003797661338,0.0,2,0.0015261173248291016,0.001188039779663086,0.0,1101001010001011,++-+--+-+---+-++,0,False,"[[2.5e-05, 70.79056208], [0.001188, 55.00379766]]",31,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,54.57501145361701,0.0,2,0.0016329288482666016,0.001219034194946289,0.0,1010100101001011,+-+-+--+-+--+-++,0,False,"[[2.5e-05, 70.50954653], [0.001219, 54.57501145]]",32,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,51.02312453201898,0.0,2,0.001641988754272461,0.0012450218200683594,0.0,1101011101000100,++-+-+++-+---+--,0,False,"[[2.5e-05, 61.51487656], [0.001245, 51.02312453]]",33,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,55.642043117792014,0.0,2,0.0016279220581054688,0.0012209415435791016,0.0,1010000111001101,+-+----+++--++-+,0,False,"[[2.5e-05, 67.82714401], [0.001221, 55.64204312]]",34,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,50.319911238606,0.0,2,0.0014939308166503906,0.0011899471282958984,0.0,1011000111110000,+-++---+++++----,0,False,"[[2.6e-05, 62.67728118], [0.00119, 50.31991124]]",35,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,49.030367962415966,0.0,2,0.001811981201171875,0.0013530254364013672,0.0,1001110000001111,+--+++------++++,0,False,"[[2.5e-05, 60.3179802], [0.001353, 49.03036796]]",36,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,50.274467620257944,0.0,2,0.0015611648559570312,0.001188039779663086,0.0,1110110100100001,+++-++-+--+----+,0,False,"[[2.5e-05, 60.68418953], [0.001188, 50.27446762]]",37,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,48.920074846243,0.0,2,0.001692056655883789,0.0012640953063964844,0.0,1001010011100011,+--+-+--+++---++,0,False,"[[2.5e-05, 53.23242293], [0.001264, 48.92007485]]",38,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.735767757039,0.0,2,0.0017359256744384766,0.0012788772583007812,0.0,1000011011010011,+----++-++-+--++,0,False,"[[2.5e-05, 63.01236036], [0.001279, 52.73576776]]",39,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,48.878133617987075,0.0,2,0.0015270709991455078,0.0012080669403076172,0.0,1111010100100100,++++-+-+--+--+--,0,False,"[[2.6e-05, 56.3964732], [0.001208, 48.87813362]]",40,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,58.825242931084986,0.0,2,0.0015430450439453125,0.0012009143829345703,0.0,1111100010001010,+++++---+---+-+-,0,False,"[[2.5e-05, 68.50773673], [0.001201, 58.82524293]]",41,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.50888140078601,0.0,2,0.0015079975128173828,0.0012018680572509766,0.0,1100001011111000,++----+-+++++---,0,False,"[[2.5e-05, 57.28100237], [0.001202, 53.5088814]]",42,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,56.31625406639001,0.0,2,0.0015110969543457031,0.0012121200561523438,0.0,1100101100110010,++--+-++--++--+-,0,False,"[[2.5e-05, 66.61160606], [0.001212, 56.31625407]]",43,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,53.150220575143976,0.0,2,0.0015270709991455078,0.0012011528015136719,0.0,1010101000011011,+-+-+-+----++-++,0,False,"[[2.5e-05, 66.97830628], [0.001201, 53.15022058]]",44,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.970173795463964,0.0,2,0.0015108585357666016,0.0012059211730957031,0.0,1010101110001001,+-+-+-+++---+--+,0,False,"[[2.5e-05, 64.12096068], [0.001206, 52.9701738]]",45,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,51.191062953101955,0.0,2,0.0015430450439453125,0.0011990070343017578,0.0,1100010010100111,++---+--+-+--+++,0,False,"[[2.6e-05, 61.67329133], [0.001199, 51.19106295]]",46,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,57.550105458073986,0.0,2,0.0015630722045898438,0.001188039779663086,0.0,1011010011000011,+-++-+--++----++,0,False,"[[2.5e-05, 74.14415895], [0.001188, 57.55010546]]",47,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.835734203406,0.0,2,0.0016028881072998047,0.0012388229370117188,0.0,1001001101000111,+--+--++-+---+++,0,False,"[[2.6e-05, 61.55636568], [0.001239, 52.8357342]]",48,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
precond_p=inf,16,-120.0,52.932068560609004,0.0,2,0.0017211437225341797,0.0013020038604736328,0.0,1100010100010111,++---+-+---+-+++,0,False,"[[2.5e-05, 71.46377212], [0.001302, 52.93206856]]",49,inf,quantum,/local/scratch/a/rames102/Gurobi_QP/one_equality/complete_random
