name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,all_feasible,orig_traj,gurobi_log,seed,layers,data_root
precond_pen=0.000,24,-0.680852835622062,120.04510978351907,0.0,2,1.965235948562622,0.019443988800048828,0.0,111010010011001100000111,+++-+--+--++--++-----+++,0,True,"[[8.511543273925781e-05, 146.89416461520912], [0.015386104583740234, 147.64283400143913], [0.017117023468017578, 145.34607912181102], [0.019443988800048828, 120.04510978351907]]","[[8.511543273925781e-05, 146.89416461520912], [0.017117023468017578, 145.34607912181102], [0.019443988800048828, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:34 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-10.436256677305998,120.04510978351907,0.2,2,0.6730549335479736,0.017583131790161133,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,True,"[[7.700920104980469e-05, 146.89416461520912], [0.013769149780273438, 140.69850468104895], [0.017583131790161133, 120.04510978351907]]","[[7.700920104980469e-05, 146.89416461520912], [0.013769149780273438, 140.69850468104895], [0.017583131790161133, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:36 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-11.412417660856004,120.04510978351907,0.3,2,0.7577559947967529,0.018709897994995117,0.0,000101101100110011111000,---+-++-++--++--+++++---,0,True,"[[9.393692016601562e-05, 146.89416461520912], [0.015486955642700195, 127.87921479051329], [0.018709897994995117, 120.04510978351907]]","[[9.393692016601562e-05, 146.89416461520912], [0.015486955642700195, 127.87921479051329], [0.018709897994995117, 120.04510978351907]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:37 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-6.587195543219986,119.81107703246302,0.4,2,0.815654993057251,0.8138439655303955,0.0,111110010011001000000111,+++++--+--++--+------+++,0,True,"[[8.988380432128906e-05, 146.89416461520912], [0.02486395835876465, 132.3112656870408], [0.02815985679626465, 129.90879835392903], [0.030426025390625, 121.36688992640491], [0.8138439655303955, 119.81107703246302]]","[[8.988380432128906e-05, 146.89416461520912], [0.02486395835876465, 132.3112656870408], [0.02815985679626465, 129.90879835392903], [0.030426025390625, 121.36688992640491], [0.8138439655303955, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:38 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-3.8835681257089956,119.81107703246302,0.5,2,1.3596880435943604,1.3265278339385986,0.0,111110010011001000000111,+++++--+--++--+------+++,0,True,"[[0.00011086463928222656, 146.89416461520912], [0.016360044479370117, 142.26620277143908], [0.018830060958862305, 142.0915268648412], [0.020413875579833984, 136.27339791086072], [0.02179694175720215, 122.527217777947], [1.3265278339385986, 119.81107703246302]]","[[0.00011086463928222656, 146.89416461520912], [0.016360044479370117, 142.26620277143908], [0.018830060958862305, 142.0915268648412], [0.020413875579833984, 136.27339791086072], [0.02179694175720215, 122.527217777947], [1.3265278339385986, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:39 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-2.769657668372009,119.81107703246302,0.6,2,-1.0180909633636475,0.02024102210998535,0.0,111110010011001000000111,+++++--+--++--+------+++,0,True,"[[0.00012803077697753906, 146.89416461520912], [0.01878499984741211, 140.41013905930666], [0.02024102210998535, 119.81107703246302]]","[[0.00012803077697753906, 146.89416461520912], [0.01878499984741211, 140.41013905930666], [0.02024102210998535, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:40 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-1.8581658271800094,119.81107703246302,0.8,2,2.1762301921844482,0.018102169036865234,0.0,111110010011001000000111,+++++--+--++--+------+++,0,True,"[[7.414817810058594e-05, 146.89416461520912], [0.016985177993774414, 143.32368843353484], [0.018102169036865234, 119.81107703246302]]","[[7.414817810058594e-05, 146.89416461520912], [0.016985177993774414, 143.32368843353484], [0.018102169036865234, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:39 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,125.62957739668596,125.62957739668624,,2,4.213640928268433,0.01715087890625,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,True,"[[8.20159912109375e-05, 146.35173839713605], [0.012933015823364258, 144.71892395011582], [0.015403032302856445, 144.12851781359797], [0.01715087890625, 125.62957739668624]]","[[8.20159912109375e-05, 146.35173839713605], [0.012933015823364258, 144.71892395011582], [0.015403032302856445, 144.12851781359797], [0.01715087890625, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:42 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.7175699241260105,125.62957739668624,0.0,2,1.527040958404541,0.02123403549194336,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,True,"[[8.988380432128906e-05, 146.35173839713605], [0.016615867614746094, 139.56165441748607], [0.019145965576171875, 141.99555183778205], [0.02123403549194336, 125.62957739668624]]","[[8.988380432128906e-05, 146.35173839713605], [0.016615867614746094, 139.56165441748607], [0.02123403549194336, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:46 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-11.939059044788001,125.62957739668624,0.2,2,0.5267350673675537,0.09752202033996582,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,True,"[[8.487701416015625e-05, 146.35173839713605], [0.015820026397705078, 139.905199839222], [0.02022099494934082, 129.677122635334], [0.09701085090637207, 126.61297015546003], [0.09752202033996582, 125.62957739668624]]","[[8.487701416015625e-05, 146.35173839713605], [0.015820026397705078, 139.905199839222], [0.02022099494934082, 129.677122635334], [0.09701085090637207, 126.61297015546003], [0.09752202033996582, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:32:47 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
