name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,all_feasible,orig_traj,gurobi_log,seed,layers,data_root
precond_pen=0.800,24,-1.8581658271800094,119.81107703246302,0.8,2,1.981407880783081,0.01260995864868164,0.0,111110010011001000000111,+++++--+--++--+------+++,0,False,"[[0.00010895729064941406, 146.89416461520912], [0.012024879455566406, 143.32368843353484], [0.01260995864868164, 119.81107703246302]]","[[0.00010895729064941406, 146.89416461520912], [0.012024879455566406, 143.32368843353484], [0.01260995864868164, 119.81107703246302]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:07 2026

",2,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,125.62957739668596,125.62957739668624,,2,5.343631982803345,0.006393909454345703,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,False,"[[5.888938903808594e-05, 146.35173839713605], [0.004843950271606445, 144.71892395011582], [0.005454063415527344, 144.12851781359797], [0.006393909454345703, 125.62957739668624]]","[[5.888938903808594e-05, 146.35173839713605], [0.004843950271606445, 144.71892395011582], [0.005454063415527344, 144.12851781359797], [0.006393909454345703, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:09 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.000,24,-0.7175699241260105,125.62957739668624,0.0,2,1.5419230461120605,0.007420063018798828,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,False,"[[8.702278137207031e-05, 146.35173839713605], [0.005403041839599609, 139.56165441748607], [0.006417036056518555, 141.99555183778205], [0.007420063018798828, 125.62957739668624]]","[[8.702278137207031e-05, 146.35173839713605], [0.005403041839599609, 139.56165441748607], [0.007420063018798828, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:15 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.200,24,-11.939059044787983,125.62957739668624,0.2,2,0.6918070316314697,0.37328481674194336,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,False,"[[8.797645568847656e-05, 146.35173839713605], [0.01358485221862793, 139.905199839222], [0.016598939895629883, 129.677122635334], [0.08103179931640625, 126.61297015546003], [0.37328481674194336, 125.62957739668624]]","[[8.797645568847656e-05, 146.35173839713605], [0.01358485221862793, 139.905199839222], [0.016598939895629883, 129.677122635334], [0.08103179931640625, 126.61297015546003], [0.37328481674194336, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:16 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.300,24,-14.413933198117999,125.62957739668624,0.3,2,0.20616793632507324,0.09308314323425293,6.11895039560703e-05,101010110000111110011000,+-+-+-++----+++++--++---,0,False,"[[9.107589721679688e-05, 146.35173839713605], [0.020121097564697266, 135.24401427243407], [0.022346019744873047, 135.10902198160994], [0.023313045501708984, 128.65870775941798], [0.09308314323425293, 125.62957739668624]]","[[9.107589721679688e-05, 146.35173839713605], [0.020121097564697266, 135.24401427243407], [0.022346019744873047, 135.10902198160994], [0.023313045501708984, 128.65870775941798], [0.09308314323425293, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:17 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.400,24,-8.025740489395995,125.62957739668624,0.4,2,0.1658611297607422,0.009365081787109375,5.369495779433957e-05,101010110000111110011000,+-+-+-++----+++++--++---,0,False,"[[0.00011205673217773438, 146.35173839713605], [0.008782148361206055, 143.21768135649177], [0.009365081787109375, 125.62957739668624]]","[[0.00011205673217773438, 146.35173839713605], [0.008782148361206055, 143.21768135649177], [0.009365081787109375, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:17 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.500,24,-4.4528330306249995,125.62957739668624,0.5,2,0.20493412017822266,0.023717164993286133,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,False,"[[0.0001270771026611328, 146.35173839713605], [0.020045995712280273, 139.89322568991804], [0.02141404151916504, 137.04430705815207], [0.022242069244384766, 134.0004695591279], [0.023717164993286133, 125.62957739668624]]","[[0.0001270771026611328, 146.35173839713605], [0.020045995712280273, 139.89322568991804], [0.02141404151916504, 137.04430705815207], [0.022242069244384766, 134.0004695591279], [0.023717164993286133, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:18 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.600,24,-3.089217218742002,125.62957739668624,0.6,2,0.7794950008392334,0.012902975082397461,0.0,010101001111000001100111,-+-+-+--++++-----++--+++,0,False,"[[7.200241088867188e-05, 146.35173839713605], [0.010455131530761719, 143.04351850381016], [0.011497974395751953, 141.99555183778205], [0.012902975082397461, 125.62957739668624]]","[[7.200241088867188e-05, 146.35173839713605], [0.010455131530761719, 143.04351850381016], [0.011497974395751953, 141.99555183778205], [0.012902975082397461, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:18 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
precond_pen=0.800,24,-2.022711257168986,125.62957739668624,0.8,2,1.224905014038086,0.008077859878540039,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,False,"[[6.985664367675781e-05, 146.35173839713605], [0.007652997970581055, 145.41145790761203], [0.008077859878540039, 125.62957739668624]]","[[6.985664367675781e-05, 146.35173839713605], [0.007652997970581055, 145.41145790761203], [0.008077859878540039, 125.62957739668624]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:19 2026

",3,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
baseline,24,137.4981912922499,137.4981912922501,,2,5.189706802368164,1.8163609504699707,0.0,001011001010110010101011,--+-++--+-+-++--+-+-+-++,0,False,"[[8.296966552734375e-05, 163.78368208994414], [0.008611917495727539, 163.51955530839604], [0.009300947189331055, 141.190748674146], [1.4097468852996826, 139.4716595552901], [1.8163609504699707, 137.4981912922501]]","[[8.296966552734375e-05, 163.78368208994414], [0.008611917495727539, 163.51955530839604], [0.009300947189331055, 141.190748674146], [1.4097468852996826, 139.4716595552901], [1.8163609504699707, 137.4981912922501]]","
Gurobi 11.0.2 (linux64) logging started Wed Mar  4 12:20:20 2026

",4,1,/mnt/c/Users/rames102/Desktop/Gurobi_QP/one_equality/complete_random
