name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,layers,preconditioner_family
precond_p=inf,32,-496.0,239.69424566937104,0.0,2,0.0031769275665283203,0.002496004104614258,0.0,10100011000111011010000001110111,+-+---++---+++-++-+------+++-+++,0,False,"[[3.1e-05, 274.21960198], [0.002496, 239.69424567]]",0,inf,quantum
precond_p=inf,32,-496.0,215.21957118983227,0.0,2,0.0031418800354003906,0.0026009082794189453,0.0,10001101100000001110100111110011,+---++-++-------+++-+--+++++--++,0,False,"[[3e-05, 246.70341481], [0.002601, 215.21957119]]",1,inf,quantum
precond_p=inf,32,-496.0,220.5764846179211,0.0,2,0.003370046615600586,0.0025110244750976562,0.0,11010100100101010010100110111010,++-+-+--+--+-+-+--+-+--++-+++-+-,0,False,"[[3e-05, 248.30668298], [0.002511, 220.57648462]]",2,inf,quantum
precond_p=inf,32,-496.0,219.25095850815893,0.0,2,0.003032207489013672,0.0024881362915039062,0.0,11111010010001100001011000111010,+++++-+--+---++----+-++---+++-+-,0,False,"[[2.9e-05, 255.7771439], [0.002488, 219.25095851]]",3,inf,quantum
precond_p=inf,32,-496.0,241.73345299268692,0.0,2,0.002911090850830078,0.0024340152740478516,0.0,11010111110001100010100101001010,++-+-+++++---++---+-+--+-+--+-+-,0,False,"[[3e-05, 271.54479011], [0.002434, 241.73345299]]",4,inf,quantum
precond_p=inf,32,-496.0,211.7002990637288,0.0,2,0.0034220218658447266,0.0025680065155029297,0.0,10100000011000101111011100111001,+-+------++---+-++++-+++--+++--+,0,False,"[[3e-05, 242.66274961], [0.002568, 211.70029906]]",5,inf,quantum
precond_p=inf,32,-496.0,231.2188667881284,0.0,2,0.003392934799194336,0.0025260448455810547,0.0,11010110110000011101101001110000,++-+-++-++-----+++-++-+--+++----,0,False,"[[3e-05, 254.83002036], [0.002526, 231.21886679]]",6,inf,quantum
precond_p=inf,32,-496.0,224.82307815668526,0.0,2,0.0029840469360351562,0.0024771690368652344,0.0,10111010110100110110110010001000,+-+++-+-++-+--++-++-++--+---+---,0,False,"[[3e-05, 263.45969113], [0.002477, 224.82307816]]",7,inf,quantum
precond_p=inf,32,-496.0,220.9934881403253,0.0,2,0.0029358863830566406,0.0024759769439697266,0.0,10011101110000011001110000011110,+--+++-+++-----++--+++-----++++-,0,False,"[[3e-05, 254.45192145], [0.002476, 220.99348814]]",8,inf,quantum
precond_p=inf,32,-496.0,226.23833166737592,0.0,2,0.0033409595489501953,0.0025827884674072266,0.0,11100100100001111110001111100000,+++--+--+----++++++---+++++-----,0,False,"[[3e-05, 265.75810913], [0.002583, 226.23833167]]",9,inf,quantum
precond_p=inf,32,-496.0,224.0500651024449,0.0,2,0.0034208297729492188,0.0026078224182128906,0.0,10000001100111111010100011011001,+------++--++++++-+-+---++-++--+,0,False,"[[3e-05, 259.90363886], [0.002608, 224.0500651]]",10,inf,quantum
precond_p=inf,32,-496.0,212.05453963505803,0.0,2,0.0030989646911621094,0.0025320053100585938,0.0,10110010111110000011101010010001,+-++--+-+++++-----+++-+-+--+---+,0,False,"[[3.1e-05, 241.63780159], [0.002532, 212.05453964]]",11,inf,quantum
precond_p=inf,32,-496.0,223.3158505553118,0.0,2,0.0034258365631103516,0.002586841583251953,0.0,11101010111000011011110000001001,+++-+-+-+++----++-++++------+--+,0,False,"[[3e-05, 264.35621978], [0.002587, 223.31585056]]",12,inf,quantum
precond_p=inf,32,-496.0,222.11180194539585,0.0,2,0.003300189971923828,0.002474069595336914,0.0,11111011001000010000110111001100,+++++-++--+----+----++-+++--++--,0,False,"[[3e-05, 254.25714235], [0.002474, 222.11180195]]",13,inf,quantum
precond_p=inf,32,-496.0,219.23387587756724,0.0,2,0.0031309127807617188,0.002505064010620117,0.0,10010011100100100110011110011001,+--+--+++--+--+--++--++++--++--+,0,False,"[[2.9e-05, 256.08676628], [0.002505, 219.23387588]]",14,inf,quantum
precond_p=inf,32,-496.0,230.27415860514785,0.0,2,0.003080129623413086,0.0025250911712646484,0.0,11100000010101000101101100111011,+++------+-+-+---+-++-++--+++-++,0,False,"[[3e-05, 260.81382293], [0.002525, 230.27415861]]",15,inf,quantum
precond_p=inf,32,-496.0,224.79768513964794,0.0,2,0.003245115280151367,0.002601146697998047,0.0,11000000111001010100110111010101,++------+++--+-+-+--++-+++-+-+-+,0,False,"[[2.9e-05, 249.41415121], [0.002601, 224.79768514]]",16,inf,quantum
precond_p=inf,32,-496.0,216.95867349345104,0.0,2,0.0033578872680664062,0.002574920654296875,0.0,11100011110011011001010001100100,+++---++++--++-++--+-+---++--+--,0,False,"[[3e-05, 242.92985753], [0.002575, 216.95867349]]",17,inf,quantum
precond_p=inf,32,-496.0,214.0859675347592,0.0,2,0.0032520294189453125,0.0027158260345458984,0.0,11100111000001110010100101001110,+++--+++-----+++--+-+--+-+--+++-,0,False,"[[3.6e-05, 251.56000848], [0.002716, 214.08596753]]",18,inf,quantum
precond_p=inf,32,-496.0,222.70822406659806,0.0,2,0.0029680728912353516,0.0024700164794921875,0.0,10110100000110101010001011011011,+-++-+-----++-+-+-+---+-++-++-++,0,False,"[[2.9e-05, 248.28320856], [0.00247, 222.70822407]]",19,inf,quantum
precond_p=inf,32,-496.0,219.14704115632802,0.0,2,0.003640890121459961,0.002640962600708008,0.0,10101100101100101000111110000101,+-+-++--+-++--+-+---+++++----+-+,0,False,"[[3e-05, 254.1019666], [0.002641, 219.14704116]]",20,inf,quantum
precond_p=inf,32,-496.0,220.6380724455623,0.0,2,0.0035011768341064453,0.0026099681854248047,0.0,11000100010011110101110100011001,++---+---+--++++-+-+++-+---++--+,0,False,"[[2.9e-05, 246.68472521], [0.00261, 220.63807245]]",21,inf,quantum
precond_p=inf,32,-496.0,207.93514750570606,0.0,2,0.0034079551696777344,0.002643108367919922,0.0,10111001111001000101100001011001,+-+++--++++--+---+-++----+-++--+,0,False,"[[2.9e-05, 254.51920692], [0.002643, 207.93514751]]",22,inf,quantum
precond_p=inf,32,-496.0,230.33200920515375,0.0,2,0.0032868385314941406,0.0025739669799804688,0.0,11101110011010100101000101010100,+++-+++--++-+-+--+-+---+-+-+-+--,0,False,"[[3e-05, 264.50826271], [0.002574, 230.33200921]]",23,inf,quantum
precond_p=inf,32,-496.0,216.06075821509174,0.0,2,0.0030279159545898438,0.0024700164794921875,0.0,10110001110001110001011100100011,+-++---+++---+++---+-+++--+---++,0,False,"[[2.9e-05, 244.84147058], [0.00247, 216.06075822]]",24,inf,quantum
precond_p=inf,32,-496.0,222.6713160155002,0.0,2,0.0029611587524414062,0.002529144287109375,0.0,11100001101110111110000100010010,+++----++-+++-+++++----+---+--+-,0,False,"[[3e-05, 274.15813441], [0.002529, 222.67131602]]",25,inf,quantum
precond_p=inf,32,-496.0,225.72108955310796,0.0,2,0.003156900405883789,0.002566814422607422,0.0,11001100010001000111100011110110,++--++---+---+---++++---++++-++-,0,False,"[[3.7e-05, 261.17687384], [0.002567, 225.72108955]]",26,inf,quantum
precond_p=inf,32,-496.0,236.88614250311787,0.0,2,0.003084897994995117,0.0025238990783691406,0.0,10001010011001010101000101101111,+---+-+--++--+-+-+-+---+-++-++++,0,False,"[[2.9e-05, 272.23614868], [0.002524, 236.8861425]]",27,inf,quantum
