name,n,objective_model,objective_baseline,penalty,mip_status,runtime_sec,time_to_best_sec,mip_gap,x_bits,z_bits,sum_z,presolve,trajectory,seed,layers,preconditioner_family
precond_p=inf,24,-276.0,130.11536850820013,0.0,2,0.0023632049560546875,0.0018420219421386719,0.0,111001011110010101000001,+++--+-++++--+-+-+-----+,0,False,"[[2.7e-05, 151.31257109], [0.001842, 130.11536851]]",0,inf,quantum
precond_p=inf,24,-276.0,121.0201417732341,0.0,2,0.002053976058959961,0.0017189979553222656,0.0,111011010101000000011101,+++-++-+-+-+-------+++-+,0,False,"[[2.8e-05, 151.85993202], [0.001719, 121.02014177]]",1,inf,quantum
precond_p=inf,24,-276.0,119.81107703246302,0.0,2,0.0023050308227539062,0.0017740726470947266,0.0,111110010011001000000111,+++++--+--++--+------+++,0,False,"[[2.7e-05, 146.89416462], [0.001774, 119.81107703]]",2,inf,quantum
precond_p=inf,24,-276.0,125.62957739668624,0.0,2,0.002257823944091797,0.0018258094787597656,0.0,101010110000111110011000,+-+-+-++----+++++--++---,0,False,"[[2.8e-05, 146.3517384], [0.001826, 125.6295774]]",3,inf,quantum
precond_p=inf,24,-276.0,137.4981912922501,0.0,2,0.0020699501037597656,0.001714944839477539,0.0,110100110101001101010100,++-+--++-+-+--++-+-+-+--,0,False,"[[2.7e-05, 163.78368209], [0.001715, 137.49819129]]",4,inf,quantum
precond_p=inf,24,-276.0,120.60887358807578,0.0,2,0.0020618438720703125,0.0017287731170654297,0.0,101100000100111110110100,+-++-----+--+++++-++-+--,0,False,"[[2.8e-05, 139.48194045], [0.001729, 120.60887359]]",5,inf,quantum
precond_p=inf,24,-276.0,124.94988981299589,0.0,2,0.0021431446075439453,0.0017321109771728516,0.0,100011001001101010110110,+---++--+--++-+-+-++-++-,0,False,"[[3.4e-05, 149.48860608], [0.001732, 124.94988981]]",6,inf,quantum
precond_p=inf,24,-276.0,121.48948729551489,0.0,2,0.002440214157104492,0.0018210411071777344,0.0,101110101010001100110001,+-+++-+-+-+---++--++---+,0,False,"[[2.7e-05, 149.37512207], [0.001821, 121.4894873]]",7,inf,quantum
precond_p=inf,24,-276.0,121.3115990235448,0.0,2,0.002463102340698242,0.0018460750579833984,0.0,111010001101010100011100,+++-+---++-+-+-+---+++--,0,False,"[[2.8e-05, 143.54497724], [0.001846, 121.31159902]]",8,inf,quantum
precond_p=inf,24,-276.0,129.8799297660751,0.0,2,0.0021479129791259766,0.0017650127410888672,0.0,100001111001010100101011,+----++++--+-+-+--+-+-++,0,False,"[[2.8e-05, 151.73415711], [0.001765, 129.87992977]]",9,inf,quantum
